id,Source name,R.A.,Dec,Radio flux d.,Fermi flux,Log nu_peak,Redshift,Original catalog
5242,5BZQJ2023-3655 ,20 23 46.08,-36 55 20.99,437,0,0,1.048,5BZCAT
5243,5BZUJ2023-1139 ,20 23 36.66,-11 39 57.81,175,1e-11,0,0,5BZCAT
5244,4FGLJ2023.6-0123 ,20 23 32.81,-01 23 42.1,65.8,3.56e-12,0,0,Fermi 4LAC
5245,5BZQJ2022+6136 ,20 22 06.66,+61 36 58.71,2097,0,0,0.228,5BZCAT
5246, 3FGLJ2023.2+3154 ,20 23 19.02,+31 53 02.18,0,8.12e-12,0,0,Fermi 3LAC
5247,5BZQJ2024-3253 ,20 24 35.57,-32 53 35.8,887,1.26e-11,0,1.465,5BZCAT
5248,4FGLJ2024.7-2328 ,20 24 42.35,-23 28 28.59,9.2,2.48e-12,0,0,Fermi 4LAC
5249,3HSPJ202429.3-084804.5,20 24 29.37,-08 48 04.49,37.1,6.13e-12,15.8,0,3HSP
5250,4FGLJ2025.3-2231 ,20 25 15.17,-22 30 18.39,22.3,2.9e-12,0,0,Fermi 4LAC
5251,5BZQJ2025+0316 ,20 25 09.63,+03 16 44.5,406,8.44e-12,0,2.21,5BZCAT
5252,5BZQJ2024+1718 ,20 24 56.54,+17 18 13.21,279,0,0,1.05,5BZCAT
5253,5BZQJ2025-2845 ,20 25 53.61,-28 45 48.7,207,4.09e-12,0,0.884,5BZCAT
5254,5BZQJ2025-0735 ,20 25 40.66,-07 35 52.58,1347,8.66e-11,0,1.388,5BZCAT
5255,5BZUJ2025+3343 ,20 25 10.84,+33 43 00.08,1269,3.08e-11,0,0.219,5BZCAT
5256,5BZBJ2022+7611 ,20 22 35.58,+76 11 26.19,429,1.5e-11,0,0,5BZCAT
5257,3HSPJ202658.4+334308.4,20 26 58.42,+33 43 08.4,5.5,3.13e-12,17.5,0.24,3HSP
5258,5BZQJ2027-0831 ,20 27 52.6,-08 31 55.81,362,0,0,1.697,5BZCAT
5259,4FGLJ2029.1-1839 ,20 29 00.28,-18 37 09.8,72.1,2.67e-12,0,0,Fermi 4LAC
5260,3HSPJ203024.0-503413.0,20 30 24.04,-50 34 13.0,20.4,1.6e-12,16.7,0.53,3HSP
5261,5BZUJ2030-0622 ,20 30 15.12,-06 22 14.91,244,4.47e-12,0,0.671,5BZCAT
5262,4FGLJ2031.2-4121 ,20 30 56.54,-41 19 06.7,452.3,2.06e-12,0,0,Fermi 4LAC
5263,3HSPJ203027.9-143917.1,20 30 27.9,-14 39 17.09,36,2.48e-12,16.9,0.43,3HSP
5264,3HSPJ202630.7+764448.3,20 26 30.78,+76 44 48.3,6.4,1.92e-12,16.6,0.29,3HSP
5265,5BZQJ2030-0503 ,20 30 22.4,-05 03 12.81,283,1.8e-12,0,0.543,5BZCAT
5266,5BZUJ2030-3039 ,20 30 57.91,-30 39 24.4,212,0,0,0.539,5BZCAT
5267,4FGLJ2030.9-1621 ,20 30 48.13,-16 22 23.69,14.8,2.08e-12,0,0,Fermi 4LAC
5268,4FGLJ2031.1-2615 ,20 31 04.27,-26 15 31.6,263.8,3.28e-12,0,0,Fermi 4LAC
5269,5BZUJ2029+4926 ,20 29 39.86,+49 26 22.2,93,1.41e-11,0,0,5BZCAT
5270,3HSPJ203031.6+223439.4,20 30 31.67,+22 34 39.39,5.3,1.8e-12,16.2,0,3HSP
5271,3HSPJ203057.1+193612.9,20 30 57.11,+19 36 12.81,56.8,7.46e-12,15.8,0.27,3HSP
5272,3HSPJ203117.6+002745.1,20 31 17.59,+00 27 45.1,5.8,0,16.5,0.48,3HSP
5273,3HSPJ203156.0-345850.7,20 31 56.08,-34 58 50.7,14.6,0,16.4,0.124,3HSP
5274,5BZQJ2031+0239 ,20 31 47.24,+02 39 37.29,74,0,0,0.858,5BZCAT
5275,5BZUJ2031+1219 ,20 31 54.99,+12 19 41.3,999,6.56e-12,0,1.215,5BZCAT
5276,3HSPJ202830.2+764736.5,20 28 30.27,+76 47 36.38,5,0,16.1,0.38,3HSP
5277,5BZQJ2031+5455 ,20 31 47.94,+54 55 03.1,1154,0,0,1.262,5BZCAT
5278,5BZQJ2035-6944 ,20 35 40.86,-69 44 07.29,16,0,0,0.875,5BZCAT
5279,5BZQJ2035-6846 ,20 35 48.86,-68 46 33.7,305,0,0,1.084,5BZCAT
5280,5BZQJ2035-6602 ,20 35 51.5,-66 02 07.51,354,0,0,2.296,5BZCAT
5281,3HSPJ203451.0-420038.2,20 34 51.06,-42 00 38.19,0,4.47e-12,15.7,0.29,3HSP
5282,3HSPJ203508.6-471708.3,20 35 08.64,-47 17 08.3,84.9,0,15.2,0,3HSP
5283,5BZUJ2034+1154 ,20 34 37.11,+11 54 31.28,342,1.06e-11,0,0.607,5BZCAT
5284,4FGLJ2034.9-0450 ,20 35 08.29,-04 50 30.98,8.1,3.62e-12,0,0,Fermi 4LAC
5285,3FGLJ2033.6+6309 ,20 33 39.72,+63 08 39.8,100.7,2.1e-12,0,0,Fermi 3LAC
5286,5BZQJ2035+1056 ,20 35 22.32,+10 56 06.68,1075,5.89e-11,0,0.601,5BZCAT
5287,5BZQJ2036-2830 ,20 36 37.77,-28 30 26.49,64,5.39e-12,0,2.308,5BZCAT
5288,3HSPJ203649.4-332830.5,20 36 49.49,-33 28 30.5,3.5,3.49e-12,16.4,0.23,3HSP
5289,5BZQJ2036-2146 ,20 36 51.17,-21 46 36.69,209,0,0,2.299,5BZCAT
5290,5BZQJ2036-0629 ,20 36 40.69,-06 29 03.8,1045,0,0,1.636,5BZCAT
5291,5BZQJ2037-1522 ,20 37 27.94,-15 22 00.51,143,0,0,1.802,5BZCAT
5292,5BZQJ2039-7206 ,20 39 58.06,-72 06 56.3,105,0,0,1,5BZCAT
5293,4FGLJ2037.9-0504 ,20 37 39.12,-05 08 21.98,88.9,1.6e-12,0,0,Fermi 4LAC
5294,3HSPJ204008.2-711459.9,20 40 08.26,-71 14 59.89,494.2,5.85e-12,17.8,0.161,3HSP
5295,5BZBJ2036+6553 ,20 36 20.12,+65 53 14.49,131,5.67e-12,0,0,5BZCAT
5296,5BZBJ2038-2636 ,20 38 44.97,-26 36 31.6,6,0,16.2,0.437,5BZCAT
5297,3HSPJ203856.7-185916.0,20 38 56.69,-18 59 16.0,3.8,0,16.4,0.63,3HSP
5298,3FGLJ2040.0-5734 ,20 40 01.08,-57 35 09.59,865.8,4.29e-12,0,0,Fermi 3LAC
5299,5BZBJ2039-1046 ,20 39 00.71,-10 46 41.8,193,1.92e-11,0,0,5BZCAT
5300,3HSPJ203941.1-422052.2,20 39 41.11,-42 20 52.18,13.2,0,16.2,0.4,3HSP
5301,3HSPJ204201.9-731913.5,20 42 01.91,-73 19 13.51,33.4,3.12e-12,15.9,0.31,3HSP
5302,3HSPJ204006.6-462018.0,20 40 06.61,-46 20 17.91,41.3,2.45e-12,16.4,0.31,3HSP
5303,5BZQJ2038+5119 ,20 38 37.01,+51 19 12.61,6081,1.08e-11,0,1.686,5BZCAT
5304,5BZQJ2040-2507 ,20 40 08.76,-25 07 46.7,613,2.71e-12,0,1.574,5BZCAT
5305,4FGLJ2040.5-1705 ,20 40 27.72,-17 07 03.1,157.9,3.77e-12,0,0,Fermi 4LAC
5306,5BZBJ2039+5219 ,20 39 23.5,+52 19 49.8,41,5.68e-12,16.9,0.053,5BZCAT
5307,3HSPJ204150.2-373339.8,20 41 50.22,-37 33 39.7,125,3.29e-12,17.3,0.098,3HSP
5308,4FGLJ2042.7-5415 ,20 42 42.83,-54 09 21.2,0,1.36e-12,0,0,Fermi 4LAC
5309,5BZGJ2042+2426 ,20 42 06.05,+24 26 52.29,70,5.36e-12,17.2,0.104,5BZCAT
5310,5BZQJ2042-2255 ,20 42 54.24,-22 55 59.91,236,0,0,2.12,5BZCAT
5311,5BZQJ2042-2223 ,20 42 57.28,-22 23 26.91,134,0,0,3.63,5BZCAT
5312,4FGLJ2042.7-0155 ,20 42 48.64,-01 49 09.51,125.1,2.52e-12,0,0,Fermi 4LAC
5313,4FGLJ2042.6+1629 ,20 42 42.53,+16 29 18.31,4.5,2.41e-12,0,0,Fermi 4LAC
5314,5BZQJ2043+1255 ,20 43 10.2,+12 55 13.51,221,0,0,3.277,5BZCAT
5315,4FGLJ2043.7+0000 ,20 43 42.16,+00 01 18.91,49.7,3.1e-12,0,0,Fermi 4LAC
5316,4FGLJ2044.0+1036 ,20 43 51.63,+10 34 06.7,34.4,2.6e-12,0,0,Fermi 4LAC
5317,4FGLJ2045.1-2346 ,20 44 57.72,-23 46 44.39,65.6,2.85e-12,0,0,Fermi 4LAC
5318,3HSPJ204600.5-343017.9,20 46 00.54,-34 30 17.78,13,0,17.4,0.425,3HSP
5319,4FGLJ2046.8-4258 ,20 46 44.15,-42 57 12.49,24.5,2.5e-12,0,0,Fermi 4LAC
5320,4FGLJ2048.6-6804 ,20 48 23.82,-68 04 51.6,354.8,4.04e-12,0,0,Fermi 3LAC
5321,4FGLJ2046.6-1012 ,20 46 54.53,-10 10 42.31,106.1,2.15e-12,0,0,Fermi 3LAC
5322,5BZQJ2047-1639 ,20 47 19.67,-16 39 05.79,745,0,0,1.932,5BZCAT
5323,5BZBJ2047-2908 ,20 47 35.89,-29 08 58.88,11,0,17,0.333,5BZCAT
5324,4FGLJ2047.9-3122 ,20 48 06.18,-31 20 16.11,46.6,2.63e-12,0,0,Fermi 4LAC
5325,4FGLJ2049.0+1647 ,20 49 02.49,+16 47 26.8,37.7,2.93e-12,0,0,Fermi 4LAC
5326,5BZGJ2049-0039 ,20 49 21.72,-00 39 26.6,5,9.73e-13,16.6,0.257,5BZCAT
5327,3FGLJ2049.7+1002 ,20 49 45.85,+10 03 14.4,274.7,9.97e-12,0,0,Fermi 3LAC
5328,5BZQJ2050-2628 ,20 50 24.67,-26 28 18.51,316,5.22e-12,0,1.633,5BZCAT
5329,5BZBJ2050+0407 ,20 50 06.23,+04 07 48.9,566,8.78e-12,0,0,5BZCAT
5330,5BZQJ2052-6523 ,20 52 06.7,-65 23 11.5,554,0,0,1.15,5BZCAT
5331,4FGLJ2052.2-5533 ,20 52 13.68,-55 33 10.0,388.4,1.33e-11,0,0,Fermi 3LAC
5332,5BZQJ2050+3127 ,20 50 51.12,+31 27 27.39,770,0,0,3.18,5BZCAT
5333,5BZUJ2051+1743 ,20 51 35.58,+17 43 36.91,454,0,0,0.195,5BZCAT
5334,3HSPJ204735.0+793800.0,20 47 35.05,+79 37 59.91,9.8,0,15.1,0,3HSP
5335,5BZBJ2052+0810 ,20 52 43.02,+08 10 37.41,6,9.42e-13,17,0,5BZCAT
5336,3HSPJ205350.7+292314.5,20 53 50.7,+29 23 14.49,37.4,8.53e-12,16.3,0.23,3HSP
5337,5BZBJ2051+7441 ,20 51 33.71,+74 41 40.48,359,0,0,0,5BZCAT
5338,5BZGJ2054+0015 ,20 54 56.84,+00 15 37.8,57,3.11e-12,16.1,0.151,5BZCAT
5339,4FGLJ2056.4-4904 ,20 56 13.59,-49 04 14.19,116.4,3.08e-12,0,0,Fermi 4LAC
5340,5BZGJ2055-0506 ,20 55 23.37,-05 06 19.29,20,0,0,0.342,5BZCAT
5341,5BZQJ2056-4714 ,20 56 16.36,-47 14 47.61,2138,6.75e-11,0,1.491,5BZCAT
5342,5BZBJ2055-0021 ,20 55 28.2,-00 21 17.2,41,3.91e-12,18,0,5BZCAT
5343,4FGLJ2055.8+1545 ,20 55 21.4,+15 48 02.8,161.3,3.32e-12,0,0,Fermi 4LAC
5344,5BZBJ2056-3208 ,20 56 25.06,-32 08 47.79,67,2.66e-12,0,0,5BZCAT
5345,4FGLJ2054.0+7024 ,20 53 51.23,+70 24 05.79,26.3,1.51e-12,0,0,Fermi 4LAC
5346,5BZQJ2056-3857 ,20 56 54.9,-38 57 16.59,266,0,0,1.937,5BZCAT
5347,4FGLJ2056.5-0202 ,20 56 38.15,-02 05 08.91,123.9,5.13e-12,0,0,Fermi 4LAC
5348,3HSPJ205637.1+221845.8,20 56 37.09,+22 18 45.68,109.5,0,16,0.23,3HSP
5349,5BZQJ2057-3734 ,20 57 41.59,-37 34 03.0,266,0,0,1.071,5BZCAT
5350,4FGLJ2057.4-0723 ,20 57 21.04,-07 19 39.61,100.2,4.97e-12,0,0,Fermi 4LAC
5351,3HSPJ205642.6+494005.5,20 56 42.67,+49 40 05.41,167.7,2.23e-11,17.6,0.1,3HSP
5352,3HSPJ211011.1-861847.6,21 10 11.17,-86 18 47.48,25.1,3.4e-12,15.5,0.31,3HSP
5353,3HSPJ205846.7-144304.9,20 58 46.73,-14 43 04.9,147,2.06e-12,16,0.078,3HSP
5354,5BZGJ2059-0037 ,20 59 38.57,-00 37 55.88,15,0,16,0.335,5BZCAT
5355,3HSPJ210050.6-430532.1,21 00 50.63,-43 05 32.09,20.5,0,16.5,0.31,3HSP
5356,3HSPJ210123.0-454949.4,21 01 23.05,-45 49 49.4,248.1,0,16,0,3HSP
5357,5BZQJ2101-2933 ,21 01 01.66,-29 33 27.68,668,4.08e-12,0,1.492,5BZCAT
5358,3HSPJ210123.8+091324.8,21 01 23.85,+09 13 24.81,54.8,2.57e-12,15.9,0.29,3HSP
5359,5BZGJ2103-6812 ,21 03 36.18,-68 12 02.8,68,0,0,0.041,5BZCAT
5360,5BZQJ2101+0341 ,21 01 38.81,+03 41 31.3,627,0,0,1.012,5BZCAT
5361,3HSPJ210338.3-623225.8,21 03 38.36,-62 32 25.8,83.5,1.45e-11,15,0,3HSP
5362,4FGLJ2103.2-2114 ,21 03 12.44,-21 12 14.61,52,1.51e-12,0,0,Fermi 4LAC
5363,4FGLJ2103.0+0342 ,21 03 01.19,+03 44 10.21,33.9,3.67e-12,0,0,Fermi 4LAC
5364,4FGLJ2104.0-3546 ,21 03 53.06,-35 46 19.99,63.2,6.33e-12,0,0,Fermi 3LAC
5365,4FGLJ2103.7-1112 ,21 03 46.79,-11 13 35.0,0,6.22e-12,0,0,Fermi 4LAC
5366,5BZQJ2102+6015 ,21 02 40.2,+60 15 09.68,319,0,0,4.575,5BZCAT
5367,5BZUJ2105-4848 ,21 05 01.15,-48 48 46.51,1100,0,0,1.041,5BZCAT
5368,3HSPJ210421.9-021238.9,21 04 21.91,-02 12 38.91,14.1,2.61e-12,15.5,0.45,3HSP
5369,4FGLJ2105.2-5143 ,21 05 24.84,-51 45 49.78,165.3,2.42e-12,0,0,Fermi 4LAC
5370,3HSPJ210415.9+211808.2,21 04 15.91,+21 18 08.2,14.7,3.91e-12,15.9,0.36,3HSP
5371,4FGLJ2104.7+0108 ,21 04 42.89,+01 08 10.6,239.7,2.12e-12,0,0,Fermi 4LAC
5372,3HSPJ210451.0+050320.3,21 04 51.05,+05 03 20.3,137.2,0,15.7,0,3HSP
5373,5BZQJ2106+2135 ,21 06 10.8,+21 35 35.91,184,0,0,0.647,5BZCAT
5374,5BZQJ2106+0231 ,21 06 28.14,+02 31 37.81,84,0,0,2.942,5BZCAT
5375,4FGLJ2107.6-4148 ,21 07 23.16,-41 45 29.8,55.2,2.25e-12,0,0,Fermi 4LAC
5376, 3FGLJ2107.7-4822 ,21 07 44.47,-48 28 02.78,0,0,0,0,Fermi 3LAC
5377,4FGLJ2106.9+2455 ,21 06 39.74,+25 00 57.38,121.2,3.18e-12,0,0,Fermi 3LAC
5378,5BZBJ2108-6637 ,21 08 51.81,-66 37 22.58,327,7.44e-12,0,0,5BZCAT
5379,3HSPJ210721.1-145418.4,21 07 21.16,-14 54 18.39,37.5,0,17.2,0.3,3HSP
5380,5BZQJ2108-2911 ,21 08 07.38,-29 11 17.19,116,0,0,1.566,5BZCAT
5381,4FGLJ2108.2-2454 ,21 08 12.31,-24 52 33.31,221.4,6.4e-12,0,0,Fermi 4LAC
5382, 3FGLJ2108.0+3654 ,21 08 05.45,+36 55 26.5,0,4.5e-12,0,0,Fermi 3LAC
5383,5BZBJ2108-0250 ,21 08 44.71,-02 50 34.11,127,3.99e-12,15.8,0.149,5BZCAT
5384,5BZQJ2108+1430 ,21 08 41.03,+14 30 27.0,404,7e-12,0,2.017,5BZCAT
5385,5BZQJ2109-4110 ,21 09 33.18,-41 10 20.6,1823,0,0,1.058,5BZCAT
5386,5BZQJ2109-1332 ,21 09 49.9,-13 32 45.99,62,0,0,1.226,5BZCAT
5387,4FGLJ2109.6+0440 ,21 09 40.12,+04 40 00.3,17.7,3.26e-12,0,0,Fermi 4LAC
5388,5BZQJ2110-1020 ,21 10 00.97,-10 20 57.29,1194,2.94e-12,0,2.5,5BZCAT
5389,3HSPJ210936.1+395513.5,21 09 36.12,+39 55 13.51,8.5,3.82e-12,16.3,0,3HSP
5390,5BZQJ2110+0809 ,21 10 09.67,+08 09 55.4,77,7.22e-12,0,1.58,5BZCAT
5391,5BZQJ2110-0126 ,21 10 22.61,-01 26 58.19,132,0,0,0.904,5BZCAT
5392,4FGLJ2110.3+0404 ,21 10 19.69,+04 04 17.79,16.5,3.22e-12,0,0,Fermi 4LAC
5393,3HSPJ211207.4-144412.3,21 12 07.46,-14 44 12.3,35.3,0,16.6,0.28,3HSP
5394,5BZQJ2114-6851 ,21 14 13.4,-68 51 02.3,524,0,0,2.91,5BZCAT
5395,3HSPJ211243.0+081835.2,21 12 43.0,+08 18 35.2,23.5,6.04e-12,15.9,0.27,3HSP
5396,3HSPJ211355.6-015540.5,21 13 55.61,-01 55 40.51,45.7,0,15.4,0.42,3HSP
5397,3HSPJ211349.6+082501.8,21 13 49.6,+08 25 01.81,68.6,0,15.1,0.23,3HSP
5398,3HSPJ211353.7+133017.5,21 13 53.7,+13 30 17.49,68.9,0,17.7,0.307,3HSP
5399,4FGLJ2115.6-4938 ,21 15 44.88,-49 39 06.91,84.9,2.64e-12,0,0,Fermi 4LAC
5400,3HSPJ211501.4-005641.6,21 15 01.39,-00 56 41.6,17.2,0,15.9,0.226,3HSP
5401,3HSPJ212125.4-831914.7,21 21 25.46,-83 19 14.7,6.5,0,16,0.62,3HSP
5402,5BZUJ2115-1416 ,21 15 18.42,-14 16 43.28,313,0,0,1.7,5BZCAT
5403,4FGLJ2114.8+2026 ,21 14 52.87,+20 26 26.91,493.5,1.65e-12,0,0,Fermi 4LAC
5404,3FGLJ2114.7+3130 ,21 14 50.45,+31 30 21.2,402.4,5.83e-12,0,0,Fermi 3LAC
5405,5BZQJ2114+2832 ,21 14 58.32,+28 32 57.08,397,4.39e-12,0,2.345,5BZCAT
5406,5BZQJ2116-5527 ,21 16 29.81,-55 27 20.41,50,0,0,1.722,5BZCAT
5407,3HSPJ211522.0+121802.6,21 15 22.0,+12 18 02.48,16.5,3.86e-12,15.4,0.28,3HSP
5408,3HSPJ211544.0-012545.4,21 15 44.05,-01 25 45.4,4.8,0,16.6,0.33,3HSP
5409,5BZQJ2115+2933 ,21 15 29.4,+29 33 38.41,756,2.35e-11,0,1.514,5BZCAT
5410,5BZBJ2116-0108 ,21 16 03.23,-01 08 28.28,69,3.97e-12,0,0.305,5BZCAT
5411,5BZGJ2116-0628 ,21 16 11.88,-06 28 30.39,21,0,0,0.292,5BZCAT
5412,3HSPJ211605.0+251200.1,21 16 05.01,+25 12 00.1,6.8,0,15.7,0,3HSP
5413,5BZBJ2116+3339 ,21 16 14.51,+33 39 20.41,116,3.08e-11,15,0,5BZCAT
5414,5BZQJ2117+0502 ,21 17 20.71,+05 02 57.51,324,0,0,1.794,5BZCAT
5415,3HSPJ211754.9-324328.2,21 17 54.9,-32 43 28.19,22.6,3.28e-12,15.7,0.215,3HSP
5416,4FGLJ2117.8-1521 ,21 17 51.53,-15 22 41.69,160.7,2.24e-12,0,0,Fermi 4LAC
5417,5BZQJ2118+0013 ,21 18 17.39,+00 13 16.71,149,2.93e-12,0,0.463,5BZCAT
5418,4FGLJ2119.0-3317 ,21 18 53.06,-33 16 51.2,67.6,1.3e-12,0,0,Fermi 3LAC
5419,5BZQJ2118-0636 ,21 18 43.24,-06 36 18.0,89,0,0,0.328,5BZCAT
5420,4FGLJ2118.8-0723 ,21 18 52.96,-07 32 27.49,96.8,0,0,0,Fermi 4LAC
5421,5BZQJ2119-1106 ,21 19 39.88,-11 06 14.11,271,3.31e-12,0,1.844,5BZCAT
5422,5BZQJ2121-6111 ,21 21 04.06,-61 11 24.61,973,0,0,1.017,5BZCAT
5423,4FGLJ2120.6-1254 ,21 20 35.65,-12 54 41.11,45.2,4.09e-12,0,0,Fermi 4LAC
5424,5BZQJ2121+1901 ,21 21 00.59,+19 01 28.3,698,2.21e-11,0,2.18,5BZCAT
5425,5BZQJ2124-6028 ,21 24 02.97,-60 28 09.01,34,0,0,1.098,5BZCAT
5426,3HSPJ212233.7+192527.0,21 22 33.74,+19 25 27.01,5,0,15.7,0,3HSP
5427,5BZBJ2123-1036 ,21 23 07.26,-10 36 48.6,119,0,16.6,0,5BZCAT
5428,4FGLJ2123.8-3148 ,21 23 44.81,-31 56 01.71,106.7,2.94e-12,0,0,Fermi 4LAC
5429,5BZQJ2123-3046 ,21 23 48.59,-30 46 05.41,148,0,0,1.879,5BZCAT
5430,5BZQJ2123+0535 ,21 23 44.51,+05 35 21.98,794,5.54e-12,0,1.941,5BZCAT
5431,5BZQJ2125+0441 ,21 25 29.26,+04 41 35.41,268,0,0,1.394,5BZCAT
5432,5BZQJ2126-4605 ,21 26 30.69,-46 05 47.9,1520,1.49e-11,0,1.67,5BZCAT
5433,4FGLJ2126.1-3922 ,21 26 25.2,-39 21 23.0,89.3,2.71e-12,0,0,Fermi 3LAC
5434,4FGLJ2127.6-5959 ,21 27 28.88,-60 00 49.5,0,1.37e-12,0,0,Fermi 4LAC
5435,5BZQJ2126-0119 ,21 26 32.75,-01 19 32.41,336,0,0,2.191,5BZCAT
5436,4FGLJ2126.5+1842 ,21 26 28.46,+18 41 01.28,25,1.98e-12,0,0,Fermi 4LAC
5437,5BZBJ2127+3613 ,21 27 43.02,+36 13 05.69,192,1.09e-11,15.3,0,5BZCAT
5438,4FGLJ2130.2-7320 ,21 30 38.62,-73 25 04.11,189.4,1.66e-12,0,0,Fermi 4LAC
5439,5BZQJ2128-0244 ,21 28 22.21,-02 44 32.71,90,0,0,1.822,5BZCAT
5440,3HSPJ212839.9-194152.8,21 28 39.95,-19 41 52.8,86.5,0,16.9,0.24,3HSP
5441,5BZQJ2129-1538 ,21 29 12.17,-15 38 40.88,590,0,0,3.268,5BZCAT
5442,3HSPJ213004.7-563222.1,21 30 04.75,-56 32 21.98,11,0,15.3,0,3HSP
5443,4FGLJ2130.8-6623 ,21 30 38.69,-66 23 56.4,57.8,3.85e-12,0,0,Fermi 4LAC
5444,4FGLJ2130.4-4241 ,21 30 17.27,-42 43 19.09,118.4,3.66e-12,0,0,Fermi 4LAC
5445,5BZUJ2129+0035 ,21 29 40.68,+00 35 27.81,9,0,16,0.426,5BZCAT
5446,5BZQJ2130-4515 ,21 30 52.39,-45 15 43.3,75,0,0,2.713,5BZCAT
5447,5BZUJ2130-0927 ,21 30 19.07,-09 27 37.4,316,0,0,0,5BZCAT
5448,5BZBJ2131-2746 ,21 31 03.28,-27 46 58.0,37,8.51e-12,16.2,0,5BZCAT
5449,4FGLJ2132.0-5418 ,21 32 08.28,-54 20 36.49,73,5.89e-12,0,0,Fermi 3LAC
5450,5BZQJ2131-1207 ,21 31 35.26,-12 07 04.8,1770,0,0,0.499,5BZCAT
5451,5BZBJ2131-0915 ,21 31 35.39,-09 15 23.0,42,7.65e-12,16.3,0.449,5BZCAT
5452,5BZBJ2131-2515 ,21 31 51.29,-25 15 57.99,11,3.56e-12,16.9,0,5BZCAT
5453,5BZQJ2132-4537 ,21 32 28.31,-45 37 38.2,112,0,0,1.332,5BZCAT
5454,3HSPJ213306.3-281536.6,21 33 06.3,-28 15 36.61,83.3,0,15.1,0,3HSP
5455,4FGLJ2134.3-6511 ,21 34 13.22,-65 13 37.09,221.9,2.16e-12,0,0,Fermi 4LAC
5456,4FGLJ2133.0+2610 ,21 32 53.04,+26 11 43.69,210.7,3.42e-12,0,0,Fermi 4LAC
5457,5BZGJ2133+2528 ,21 33 14.35,+25 28 59.01,40,2.56e-12,15.2,0.294,5BZCAT
5458,4FGLJ2133.6+1439 ,21 33 37.38,+14 43 46.48,133,2.92e-12,0,0,Fermi 4LAC
5459,5BZBJ2134-0153 ,21 34 10.3,-01 53 17.19,1691,1.23e-11,0,1.283,5BZCAT
5460,4FGLJ2134.5-2130 ,21 34 30.17,-21 30 32.79,22.5,9.86e-12,0,0,Fermi 4LAC
5461,5BZQJ2135-5006 ,21 35 20.14,-50 06 51.98,343,1.33e-11,0,2.181,5BZCAT
5462,3HSPJ213448.2-164205.6,21 34 48.22,-16 42 05.61,6,0,16.3,0.8,3HSP
5463,3HSPJ213349.2+664704.3,21 33 49.19,+66 47 04.19,35.6,1.08e-11,15.4,0,3HSP
5464,3HSPJ213510.9+224307.8,21 35 10.91,+22 43 07.71,21,0,16.7,0.45,3HSP
5465,5BZBJ2136-4443 ,21 36 18.38,-44 43 48.89,8,0,0,0,5BZCAT
5466,5BZQJ2135-0803 ,21 35 51.94,-08 03 10.4,66,0,0,1.396,5BZCAT
5467,4FGLJ2136.2-0642 ,21 36 22.3,-06 43 52.1,266.3,2.64e-12,0,0,Fermi 4LAC
5468,5BZQJ2136+0041 ,21 36 38.58,+00 41 54.2,3473,0,0,1.941,5BZCAT
5469,4FGLJ2137.4-3209 ,21 37 26.9,-32 07 58.4,12.1,1.62e-12,0,0,Fermi 4LAC
5470,4FGLJ2140.5-6731 ,21 39 13.19,-67 32 07.79,216.7,3.04e-12,0,0,Fermi 4LAC
5471,3HSPJ213818.3-352204.9,21 38 18.35,-35 22 04.9,11.7,0,15.5,0,3HSP
5472,5BZQJ2138-2439 ,21 38 37.16,-24 39 54.5,441,0,0,0.819,5BZCAT
5473,4FGLJ2138.3+3556 ,21 38 06.72,+35 54 29.41,117.8,2e-12,0,0,Fermi 4LAC
5474,5BZQJ2133+8239 ,21 33 34.07,+82 39 06.08,915,0,0,2.35,5BZCAT
5475,5BZBJ2138-2053 ,21 38 52.77,-20 53 46.49,10,1.97e-12,17,0.29,5BZCAT
5476,5BZBJ2139-4235 ,21 39 24.16,-42 35 20.39,78,4.24e-11,0,0,5BZCAT
5477,3HSPJ213821.1+355823.6,21 38 21.12,+35 58 23.48,59.1,2e-12,16.3,0.25,3HSP
5478,5BZQJ2139+1423 ,21 39 01.31,+14 23 35.91,1132,0,0,2.427,5BZCAT
5479,5BZQJ2139+0122 ,21 39 42.49,+01 22 27.08,166,0,0,1.401,5BZCAT
5480,5BZGJ2140-2339 ,21 40 15.14,-23 39 39.99,4,0,0,0.313,5BZCAT
5481,4FGLJ2141.7-6410 ,21 41 46.43,-64 11 14.49,187.8,3.13e-11,0,0,Fermi 3LAC
5482,4FGLJ2143.0-5501 ,21 41 44.29,-55 09 29.8,0,0,0,0,Fermi 4LAC
5483,5BZQJ2141-3729 ,21 41 52.44,-37 29 12.98,397,7.23e-12,0,0.423,5BZCAT
5484,3HSPJ214130.8+211526.7,21 41 30.88,+21 15 26.71,26.8,0,16.2,0.22,3HSP
5485,4FGLJ2141.4+2947 ,21 41 23.88,+29 47 06.21,43.9,2.19e-12,0,0,Fermi 4LAC
5486,4FGLJ2142.5-2552 ,21 42 15.91,-25 51 26.6,216,3.76e-12,0,0,Fermi 3LAC
5487,3HSPJ214255.6-391312.9,21 42 55.62,-39 13 12.9,8,0,15.4,0,3HSP
5488,3HSPJ214239.7-202819.1,21 42 39.77,-20 28 18.98,3.5,2e-12,16.4,0.53,3HSP
5489,5BZBJ2143-3929 ,21 43 02.86,-39 29 24.68,143,6.2e-12,0,0.429,5BZCAT
5490,5BZQJ2142-0437 ,21 42 36.89,-04 37 43.5,806,2.81e-12,0,0.344,5BZCAT
